locationType,worldX,worldY,locationID,region,climate
Farm,820,470,82011147051,Ephesus,4
Farm,861,159,8617415973,Orsinium Area,3
Farm,170,171,17010217158,Daggerfall,3
Farm,182,452,1828345244,Abibon-gora,7
Farm,541,104,54122104128,Dwynnen,1
Farm,633,480,6332748099,Dak'fron,9
Farm,875,42,875654269,Wrothgarian Mountains,4
Farm,826,285,8267228561,Satakalaam,5
Farm,326,41,3261004161,Ykalon,1
Farm,415,71,4155571113,Daenia,1
Farm,255,130,2553513082,Ilessan Hills,3
Farm,972,132,9727913272,Wrothgarian Mountains,4
Farm,112,112,1125211255,Tulune,1
Farm,552,27,5527327105,Dwynnen,1
Farm,823,408,8234440854,Dragontail Mountains,4
Farm,453,156,4539615669,Anticlere,1
Farm,252,185,25263185113,Daggerfall,1
Farm,970,132,9707213254,Wrothgarian Mountains,4
Farm,686,293,68641293101,Lainlyn,5
Farm,155,177,1555517759,Daggerfall,1
Farm,553,85,553128518,Dwynnen,1
Farm,592,350,59213350110,Tigonus,4
Farm,595,63,595546367,Kambria,1
Farm,980,205,9805220574,Gavaudon,4
Farm,408,153,40811615358,Anticlere,1
Farm,621,70,621747050,Kambria,1
Farm,92,93,92269365,Glenumbra Moors,1
Farm,522,47,522644776,Dwynnen,1
Farm,717,321,7172632163,Kozanset,5
Farm,361,141,3617414186,Anticlere,1
Farm,612,324,6122832431,Dragontail Mountains,4
Farm,254,127,2548812752,Ilessan Hills,3
Farm,931,201,931120201124,Wrothgarian Mountains,3
Farm,796,367,7966536765,Totambu,5
Farm,853,437,8536343765,Ephesus,4
Farm,627,305,6274130555,Dragontail Mountains,4
Farm,811,174,8115017458,Menevia,1
Farm,745,132,7457213295,Alcaire,1
Farm,332,158,3327215864,Anticlere,1
Farm,604,14,604151477,Phrygias,4
Farm,259,83,259678358,Ilessan Hills,3
Farm,712,322,7121832267,Kozanset,5
Farm,929,449,9294044965,Dragontail Mountains,4
Farm,344,469,3447646959,Alik'r Desert,8
Farm,464,426,4647942649,Antiphyllos,8
Farm,476,159,4764615983,Anticlere,1
Farm,202,66,202156626,Northmoor,3
Farm,260,109,2607910951,Ilessan Hills,3
Farm,549,299,5493729949,Tigonus,6
Farm,454,129,4545812964,Urvaius,1
Farm,951,184,9518718433,Wrothgarian Mountains,4
Farm,369,6,369460669,Ykalon,2
Farm,243,44,2431234469,Northmoor,1
Farm,207,432,2074143237,Kairou,7
Farm,593,83,5931258364,Kambria,1
Farm,928,63,9280063127,Wrothgarian Mountains,4
Farm,212,131,21259131111,Glenpoint,3
Farm,695,14,69512314116,Wrothgarian Mountains,4
Farm,151,165,15110116572,Daggerfall,1
Farm,539,339,5390533910,Tigonus,7
Farm,409,451,4095645118,Bergama,8
Farm,149,90,149229077,Glenpoint,3
Farm,395,487,3954248777,Alik'r Desert,8
Farm,963,471,96312047161,Dragontail Mountains,4
Farm,549,105,5495110565,Dwynnen,1
Farm,806,165,80612316569,Menevia,1
Farm,846,85,8461585119,Wrothgarian Mountains,4
Farm,561,40,5617640119,Dwynnen,1
Farm,395,464,39511346460,Alik'r Desert,8
Farm,248,432,2487343210,Myrkwasa,7
Farm,377,63,377266372,Daenia,1
Farm,701,382,7012638259,Dragontail Mountains,4
Farm,933,181,93322181113,Wrothgarian Mountains,4
Farm,491,26,491192661,Dwynnen,2
Farm,370,403,3705240367,Sentinel,7
Farm,74,108,747010814,Tulune,1
Farm,884,306,8841830658,Mournoth,5
Farm,185,81,1851138118,Glenpoint,3
Farm,824,363,82415363109,Totambu,5
Farm,96,70,96977097,Glenumbra Moors,1
Farm,769,469,7696046950,Dragontail Mountains,4
Farm,109,162,1095116265,Daggerfall,1
Farm,451,140,4513814083,Anticlere,1
Farm,384,124,3842712464,Anticlere,1
Farm,154,494,1541849464,Abibon-gora,7
Farm,900,253,9004425360,Wayrest,1
Farm,392,122,3926112245,Anticlere,1
Farm,941,144,9417714404,Wrothgarian Mountains,4
Farm,869,405,8690540552,Dragontail Mountains,4
Farm,868,335,8686733568,Totambu,5
Farm,513,330,5136533070,Tigonus,6
Farm,331,175,3317217552,Shalgora,1
Farm,883,237,8832723733,Wayrest,1
Farm,607,51,6071235119,Kambria,1
Farm,611,77,611227763,Kambria,1
Farm,256,80,256828038,Ilessan Hills,1
Farm,413,63,413476386,Daenia,1
Farm,666,36,666593606,Wrothgarian Mountains,4
Farm,238,455,23812245561,Kairou,7
Farm,927,47,92712747114,Wrothgarian Mountains,4
Farm,880,176,8806417677,Orsinium Area,3
Farm,169,70,169017054,Glenpoint,1
Farm,887,123,8876812355,Wrothgarian Mountains,4
Farm,850,50,850915052,Wrothgarian Mountains,4
Farm,660,281,6601028165,Lainlyn,4
Farm,971,201,9718420182,Wrothgarian Mountains,4
Farm,927,33,927633360,Wrothgarian Mountains,4
Farm,513,388,5138438872,Ayasofya,7
Farm,871,309,8716030986,Satakalaam,5
Farm,174,73,1744573101,Glenpoint,3
Farm,622,44,622064409,Kambria,4
Farm,748,101,7484110152,Wrothgarian Mountains,4
Farm,946,293,94611929319,Mournoth,5
Farm,757,349,7576034933,Totambu,5
Farm,183,187,1837418761,Daggerfall,1
Farm,535,381,5351338165,Ayasofya,7
Farm,373,350,37311635076,Sentinel,7
Farm,355,70,355547068,Daenia,1
Farm,726,97,726659727,Alcaire,4
Farm,639,91,6396191104,Bhoriane,1
Farm,380,371,3805237131,Sentinel,7
Farm,702,450,70264450106,Dragontail Mountains,4
Farm,905,399,9058239954,Dragontail Mountains,4
Farm,469,38,469673861,Phrygias,1
Farm,275,160,27524160114,Daggerfall,1
Farm,244,143,2446014352,Daggerfall,3
Farm,146,187,1464018776,Daggerfall,1
Farm,875,157,87512315761,Orsinium Area,3
Farm,421,25,4217425111,Ykalon,1
Farm,926,324,92612332461,Mournoth,5
Farm,163,80,163598068,Glenpoint,3
Farm,846,364,8463536467,Totambu,5
Farm,290,198,2900419822,Daggerfall,1
Farm,217,47,217764773,Northmoor,1
Farm,115,86,115228660,Glenumbra Moors,1
Farm,724,220,7248622074,Isle of Balfiera,4
Farm,156,193,15672193106,Daggerfall,1
Farm,818,333,8185433376,Totambu,5
Farm,141,65,1411096561,Glenumbra Moors,1
Farm,717,382,7176338200,Dragontail Mountains,4
Farm,329,50,329635056,Ykalon,1
Farm,735,447,7355044769,Dragontail Mountains,4
Farm,360,165,3606116559,Anticlere,1
Farm,143,47,143654741,Northmoor,1
Farm,465,106,4655610663,Urvaius,1
Farm,852,372,8525437273,Totambu,5
Farm,790,446,7900944655,Dragontail Mountains,4
Farm,985,223,9857222337,Gavaudon,3
Farm,363,162,363100162102,Anticlere,1
Farm,791,363,7916136327,Totambu,5
Farm,730,356,7305535626,Totambu,5
Farm,83,99,83359967,Glenumbra Moors,1
Farm,93,176,939717697,Daggerfall,1
Farm,536,68,53611068110,Dwynnen,1
Farm,164,69,164906967,Glenpoint,1
Farm,267,196,26755196125,Daggerfall,1
Farm,923,170,9235617086,Wrothgarian Mountains,4
Farm,912,288,9128228877,Mournoth,5
Farm,877,212,8777721263,Wayrest,1
Farm,770,325,7707032520,Totambu,5
Farm,970,302,9705830278,Mournoth,5
Farm,557,53,557445352,Dwynnen,1
Farm,392,385,3928638533,Sentinel,7
Farm,846,126,8462912681,Wrothgarian Mountains,4
Farm,942,346,9427234629,Mournoth,5
Farm,917,375,9176037555,Totambu,5
Farm,535,10,535291069,Phrygias,1
Farm,796,297,7968629774,Satakalaam,5
Farm,766,97,766829765,Wrothgarian Mountains,4
Farm,676,116,67661116118,Koegria,1
Farm,563,79,5637079106,Kambria,1
Farm,396,142,3961814273,Anticlere,1
Farm,236,141,2367614165,Daggerfall,3
Farm,437,452,43761452111,Bergama,8
Farm,418,398,4182939870,Sentinel,8
Farm,109,163,10912516373,Daggerfall,1
Farm,842,437,8425243703,Ephesus,4
Farm,605,366,6055936651,Tigonus,4
Farm,768,17,768171720,Wrothgarian Mountains,4
Farm,946,317,9467231717,Mournoth,5
Farm,351,95,351739518,Daenia,1
Farm,904,275,9042227573,Mournoth,5
Farm,926,149,92611614963,Wrothgarian Mountains,4
Farm,201,173,2015917363,Daggerfall,1
Farm,342,183,3426418363,Anticlere,1
Farm,561,422,5612042222,Alik'r Desert,8
Farm,120,182,1208418273,Daggerfall,1
Farm,591,27,591592793,Wrothgarian Mountains,4
Farm,146,152,14612015252,Daggerfall,1
Farm,230,211,2303621161,Daggerfall,1
Farm,407,18,407591851,Ykalon,2
Farm,866,197,8664419778,Wayrest,1
Farm,386,47,386274760,Daenia,1
Farm,810,88,810698835,Wrothgarian Mountains,4
Farm,906,247,90611524720,Wayrest,1
Farm,280,419,2806141963,Myrkwasa,7
Farm,855,356,8551235606,Totambu,5
Farm,959,348,9595234868,Mournoth,5
Farm,296,40,296494073,Ykalon,1
Farm,917,330,9179233065,Mournoth,5
Farm,660,414,6608341476,Dragontail Mountains,4
Farm,920,30,920993072,Wrothgarian Mountains,4
Farm,517,93,517959344,Dwynnen,1
Farm,683,109,6835910952,Koegria,1
Farm,734,326,7349332693,Kozanset,5
Farm,562,352,5625535260,Tigonus,7
Farm,410,20,410672067,Ykalon,2
Farm,964,417,9645441758,Dragontail Mountains,4
Farm,842,316,84210431669,Satakalaam,5
Farm,755,292,75510529268,Lainlyn,5
Farm,347,155,3477015504,Anticlere,1
Farm,814,333,8149233373,Totambu,5
Farm,867,82,867928252,Wrothgarian Mountains,4
Farm,977,251,977115251124,Wayrest,1
Farm,880,48,880694868,Wrothgarian Mountains,4
Farm,346,88,346208859,Ilessan Hills,1
Farm,563,333,56352333105,Tigonus,7
Farm,642,92,64211392106,Bhoriane,1
Farm,938,277,9387927746,Mournoth,5
Farm,425,168,42564168101,Anticlere,1
Farm,946,69,946776964,Wrothgarian Mountains,4
Farm,809,149,8096814903,Menevia,3
Farm,545,365,5456836547,Tigonus,7
Farm,108,121,1086512183,Tulune,1
Farm,190,32,190493276,Northmoor,1
Farm,682,450,6824245037,Dak'fron,4
Farm,314,140,31420140118,Shalgora,1
Farm,787,73,787767384,Wrothgarian Mountains,4
Farm,214,30,214643055,Northmoor,1
Farm,853,230,8537723099,Wayrest,1
Farm,946,238,94611423854,Wayrest,1
Farm,844,298,8449229867,Satakalaam,5
Farm,847,370,8473737033,Totambu,5
Farm,693,391,6937439167,Dragontail Mountains,4
Farm,103,186,1039918644,Daggerfall,1
Farm,243,201,2430420109,Daggerfall,1
Farm,364,172,3641217268,Anticlere,1
Farm,430,461,4306346118,Bergama,8
Farm,258,35,258993573,Northmoor,1
Farm,613,415,61312241558,Alik'r Desert,8
Farm,503,464,50312246417,Dak'fron,8
Farm,340,116,3406011670,Shalgora,1
Farm,310,111,3109311150,Shalgora,2
Farm,789,425,7895142572,Dragontail Mountains,4
Farm,163,191,1636419158,Daggerfall,1
Farm,758,300,7588430038,Lainlyn,5
Farm,216,201,2163820151,Daggerfall,1
Farm,630,32,630613252,Wrothgarian Mountains,4
Farm,311,70,311337063,Ilessan Hills,1
Farm,909,479,9094047931,Dragontail Mountains,4
Farm,923,373,9231837363,Totambu,5
Farm,819,340,8194634081,Totambu,5
Farm,872,243,87219243102,Wayrest,1
Farm,426,74,426567454,Urvaius,1
Farm,246,206,2464220663,Daggerfall,1
Farm,911,478,9115247868,Dragontail Mountains,4
Farm,285,196,2854919646,Daggerfall,1
Farm,687,51,687175161,Wrothgarian Mountains,4
Farm,362,140,3625614051,Anticlere,1
Farm,425,74,4255874109,Urvaius,1
Farm,329,47,329544756,Ykalon,1
Farm,262,415,2622741581,Pothago,7
Farm,542,111,54269111110,Dwynnen,1
Farm,848,408,8485140863,Dragontail Mountains,4
Farm,208,120,20873120120,Glenpoint,3
Farm,834,152,8346515263,Menevia,3
Farm,587,4,587740473,Phrygias,4
Farm,365,159,3659015984,Anticlere,1
Farm,416,142,4167314226,Anticlere,1
Farm,542,35,5421053554,Dwynnen,1
Farm,564,321,5643632159,Tigonus,7
Farm,92,128,925412851,Tulune,1
Farm,544,139,5443113928,Dwynnen,1
Farm,402,115,4026411584,Daenia,1
Farm,968,211,96854211110,Gavaudon,4
Farm,351,91,351549177,Daenia,1
Farm,351,415,3517941531,Alik'r Desert,8
Farm,298,19,298421935,Ykalon,2
Farm,665,283,6659028372,Lainlyn,4
Farm,556,110,556115110128,Dwynnen,1
Farm,868,56,86810856113,Wrothgarian Mountains,4
Farm,540,85,540678570,Dwynnen,1
Farm,115,114,11510811412,Tulune,1
Farm,85,93,85509352,Glenumbra Moors,1
Farm,606,416,6067441659,Alik'r Desert,8
Farm,453,24,453762451,Phrygias,1
Farm,946,436,9464943696,Dragontail Mountains,4
Farm,874,199,8741519969,Wayrest,1
Farm,176,221,1761922168,Daggerfall,1
Farm,937,432,93703432119,Dragontail Mountains,4
Farm,664,343,66412234359,Dragontail Mountains,4
Farm,300,420,3003542068,Myrkwasa,7
Farm,656,93,656469369,Bhoriane,1
Farm,117,200,1173120086,Daggerfall,1
Farm,142,67,142546773,Glenumbra Moors,1
Farm,964,108,9645410819,Wrothgarian Mountains,4
Farm,896,354,8965635474,Totambu,5
Farm,185,29,185742965,Northmoor,1
Farm,841,390,84112339054,Dragontail Mountains,4
Farm,417,4,417650463,Ykalon,2
Farm,399,392,3994139258,Sentinel,7
Farm,530,350,5304035058,Tigonus,7
Farm,236,82,236548277,Ilessan Hills,3
Farm,513,56,513525637,Dwynnen,1
Farm,171,155,1719615577,Daggerfall,3
Farm,879,136,8795513670,Orsinium Area,4
Farm,808,98,808679838,Wrothgarian Mountains,4
Farm,745,112,7452411268,Wrothgarian Mountains,4
Farm,929,382,9298238258,Totambu,5
Farm,360,113,36010511315,Daenia,1
Farm,400,96,400469631,Daenia,1
Farm,893,189,893106189120,Wayrest,3
Farm,362,401,3626740152,Sentinel,7
Farm,935,11,935721187,Wrothgarian Mountains,4
Farm,836,223,8364722335,Wayrest,1
Farm,128,181,1282918133,Daggerfall,1
Farm,133,210,13311821067,Daggerfall,1
Farm,593,7,593640786,Phrygias,4
Farm,271,205,271127205123,Daggerfall,1
Farm,722,432,7220143218,Dragontail Mountains,4
Farm,434,461,43410146132,Bergama,8
Farm,664,462,6646046252,Dak'fron,9
Farm,207,156,2070615673,Daggerfall,3
Farm,927,185,9270918508,Wrothgarian Mountains,4
Farm,581,137,58110413724,Bhoriane,1
Farm,355,376,3551837614,Sentinel,7
Farm,438,424,4389042479,Antiphyllos,8
Farm,965,319,96511831960,Mournoth,5
Farm,627,485,6275248569,Dak'fron,9
Farm,364,367,3646136756,Sentinel,7
Farm,659,315,65958315125,Dragontail Mountains,4
Farm,775,375,7758837584,Totambu,5
Farm,191,210,1913521046,Daggerfall,1
Farm,296,54,296555474,Ilessan Hills,1
Farm,653,53,653335359,Kambria,4
Farm,491,22,491452287,Dwynnen,2
Farm,244,97,2441279710,Ilessan Hills,3
Farm,262,448,262127448124,Myrkwasa,7
Farm,606,4,606370476,Phrygias,4
Farm,122,135,12212135115,Tulune,1
Farm,152,149,1523614938,Daggerfall,3
Farm,258,44,258564496,Northmoor,1
Farm,944,149,94467149122,Wrothgarian Mountains,4
Farm,386,477,3866347741,Alik'r Desert,8
Farm,803,299,80344299101,Satakalaam,5
Farm,589,475,5896947569,Dak'fron,9
Farm,319,169,3196416968,Shalgora,1
Farm,265,409,2658240979,Pothago,7
Farm,586,362,5865236255,Tigonus,7
Farm,939,470,939115470123,Dragontail Mountains,4
Farm,175,201,1759120195,Daggerfall,1
Farm,406,399,4063639969,Sentinel,8
Farm,732,123,73210612372,Alcaire,1
Farm,556,18,556971869,Dwynnen,1
Farm,809,321,8093832176,Totambu,5
Farm,712,405,7127040573,Dragontail Mountains,4
Farm,849,208,8494620864,Menevia,1
Farm,220,140,2206714052,Glenpoint,3
Farm,792,126,7922712663,Wrothgarian Mountains,4
Farm,536,93,536009374,Dwynnen,1
Farm,476,350,4767035064,Tigonus,6
Farm,230,204,2309920429,Daggerfall,1
Farm,858,309,85811530955,Satakalaam,5
Farm,569,300,5698730031,Tigonus,7
Farm,400,150,4001315001,Anticlere,1
Farm,986,293,9868229369,Mournoth,5
Farm,876,194,8764719464,Wayrest,1
Farm,545,374,5457637446,Ayasofya,7
Farm,982,235,9825223570,Gavaudon,1
Farm,331,200,3312920063,Shalgora,1
Farm,451,129,4510412977,Urvaius,1
Farm,756,137,7561913774,Alcaire,1
Farm,956,147,9562814727,Wrothgarian Mountains,4
Farm,754,43,7541284354,Wrothgarian Mountains,4
Farm,789,92,7897392115,Wrothgarian Mountains,4
Farm,148,109,1489210999,Glenpoint,3
Farm,93,122,935912276,Tulune,1
Farm,198,166,1982616608,Daggerfall,3
Farm,265,169,2656916936,Daggerfall,1
Farm,111,157,1115915764,Daggerfall,1
Farm,529,338,5293333829,Tigonus,7
Farm,596,108,5961710877,Bhoriane,1
Farm,461,57,461155722,Urvaius,1
Farm,836,410,8368741074,Dragontail Mountains,4
Farm,170,155,1703215572,Daggerfall,3
Farm,419,494,4191449463,Alik'r Desert,8
Farm,606,450,606128450118,Dak'fron,9
Farm,369,149,36942149100,Anticlere,1
Farm,540,137,5403313752,Dwynnen,1
Farm,171,468,1713246850,Abibon-gora,7
Farm,409,99,409269970,Daenia,1
Farm,315,150,3154515061,Shalgora,1
Farm,838,246,83859246118,Wayrest,5
Farm,613,331,6136033159,Dragontail Mountains,4
Farm,361,410,36112241060,Sentinel,7
Farm,523,37,5231253774,Dwynnen,1
Farm,545,403,5450140315,Alik'r Desert,8
Farm,220,154,2204715456,Daggerfall,3
Farm,491,20,491612065,Phrygias,2
Farm,835,351,8357635155,Totambu,5
Farm,954,171,9546817124,Wrothgarian Mountains,4
Farm,922,235,9226323505,Wayrest,1
Farm,740,357,7407235732,Totambu,5
Farm,307,1,3071240173,Ykalon,2
Farm,282,102,2829010295,Ilessan Hills,2
Farm,143,171,1435817120,Daggerfall,1
Farm,570,323,5707232370,Tigonus,7
Farm,720,76,720927663,Wrothgarian Mountains,4
Farm,231,213,2310321301,Daggerfall,1
Farm,902,124,9024412491,Wrothgarian Mountains,4
Farm,894,373,89411837322,Totambu,5
Farm,948,338,94811133860,Mournoth,5
Farm,871,458,87110045856,Ephesus,4
Farm,165,121,1655012156,Glenpoint,3
Farm,583,106,583102106118,Bhoriane,1
Farm,434,427,43412842720,Antiphyllos,8
Farm,615,102,6157810267,Bhoriane,1
Farm,243,38,243133856,Northmoor,1
Farm,500,116,5003711697,Urvaius,1
Farm,355,40,3551194074,Ykalon,1
Farm,454,435,4549143533,Antiphyllos,8
Farm,107,194,1075619420,Daggerfall,1
Farm,773,45,773274550,Wrothgarian Mountains,4
Farm,237,48,237594868,Northmoor,1
Farm,507,149,5076014967,Anticlere,1
Farm,593,427,5937442774,Alik'r Desert,8
Farm,103,170,1037617070,Daggerfall,1
Farm,161,199,16110519926,Daggerfall,1
Farm,933,24,933562400,Wrothgarian Mountains,4
Farm,195,60,195636065,Northmoor,1
Farm,966,415,9669241564,Dragontail Mountains,4
Farm,530,379,5309337961,Ayasofya,7
Farm,407,41,407134176,Daenia,1
Farm,173,38,173183873,Northmoor,1
Farm,152,498,15210649858,Abibon-gora,7
Farm,699,346,6999734644,Dragontail Mountains,4
Farm,820,198,8204619845,Menevia,1
Farm,966,340,9660334008,Mournoth,5
Farm,276,108,2766010869,Ilessan Hills,2
Farm,131,161,1316916176,Daggerfall,1
Farm,541,125,5415612590,Dwynnen,1
Farm,800,40,8002240110,Wrothgarian Mountains,4
Farm,197,476,1978347646,Abibon-gora,7
Farm,542,69,542776961,Dwynnen,1
Farm,360,371,3609937181,Sentinel,7
Farm,602,292,60260292125,Dragontail Mountains,4
Farm,835,361,8356536142,Totambu,5
Farm,244,25,2446725109,Northmoor,1
Farm,509,469,50903469119,Dak'fron,9
Farm,166,34,166673417,Northmoor,1
Farm,426,439,42614439106,Alik'r Desert,8
Farm,200,476,2004447663,Abibon-gora,7
Farm,907,180,9072618081,Orsinium Area,3
Farm,667,24,667362479,Wrothgarian Mountains,4
Farm,577,415,5773541538,Alik'r Desert,8
Farm,138,167,1387316772,Daggerfall,1
Farm,535,133,53599133102,Dwynnen,1
Farm,784,55,7840055102,Wrothgarian Mountains,4
Farm,452,137,4528413791,Anticlere,1
Farm,615,309,6159230978,Dragontail Mountains,4
Farm,971,364,9719536450,Mournoth,5
Farm,232,169,2329116996,Daggerfall,3
Farm,545,322,5454132264,Tigonus,6
Farm,615,407,6159740774,Alik'r Desert,8
Farm,365,38,365733856,Ykalon,1
Farm,518,120,5186712086,Dwynnen,1
Farm,253,122,2536112224,Ilessan Hills,3
Farm,325,467,32510946724,Alik'r Desert,8
Farm,246,490,2461849077,Alik'r Desert,8
Farm,676,449,6767244967,Dak'fron,4
Farm,756,309,7566530995,Lainlyn,5
Farm,316,205,3166520519,Shalgora,1
Farm,740,455,7409745556,Dragontail Mountains,4
Farm,920,14,9203314102,Wrothgarian Mountains,4
Farm,137,207,1375820774,Daggerfall,1
Farm,376,406,37611540660,Sentinel,7
Farm,927,374,9276837468,Totambu,5
Farm,801,169,80156169120,Menevia,1
Farm,398,153,3986715361,Anticlere,1
Farm,491,335,4916333515,Tigonus,6
Farm,931,206,9319920626,Wayrest,3
Farm,980,170,9807617060,Wrothgarian Mountains,4
Farm,999,253,99917253128,Gavaudon,1
Farm,714,343,71411634318,Kozanset,5
Farm,381,144,3814214464,Anticlere,1
Farm,873,14,873441469,Wrothgarian Mountains,4
Farm,159,198,1599719872,Daggerfall,1
Farm,409,2,409740252,Ykalon,2
Farm,764,352,7646335267,Totambu,5
Farm,758,294,75817294128,Lainlyn,5
Farm,481,468,4819546879,Alik'r Desert,8
Farm,484,144,4840914472,Anticlere,1
Farm,864,453,8640545355,Ephesus,4
Farm,523,55,5231015545,Dwynnen,1
Farm,199,92,199189252,Glenpoint,3
Farm,410,41,410824149,Daenia,1
Farm,672,394,6727039459,Dragontail Mountains,4
Farm,330,89,3301048918,Ilessan Hills,1
Farm,797,99,797599963,Wrothgarian Mountains,4
Farm,872,301,8720430155,Mournoth,5
Farm,524,119,52460119109,Dwynnen,1
Farm,740,46,740224652,Wrothgarian Mountains,4
Farm,472,434,47263434115,Antiphyllos,8
Farm,866,367,86682367102,Totambu,5
Farm,320,197,32012319756,Shalgora,1
Farm,655,312,6559631274,Dragontail Mountains,4
Farm,253,13,253081365,Northmoor,1
Farm,762,322,7625032261,Totambu,5
Farm,173,210,17324210105,Daggerfall,1
Farm,549,86,5491248668,Dwynnen,1
Farm,877,306,8776030667,Mournoth,5
Farm,841,116,8414611638,Wrothgarian Mountains,4
Farm,980,197,98028197101,Wrothgarian Mountains,4
Farm,803,38,8031223861,Wrothgarian Mountains,4
Farm,368,110,3683311056,Daenia,1
Farm,215,56,2155556122,Northmoor,1
Farm,187,464,1877446469,Abibon-gora,7
Farm,509,324,50910032445,Tigonus,6
Farm,236,109,2369210969,Ilessan Hills,3
Farm,739,306,7390530660,Lainlyn,5
Farm,202,467,2027246768,Abibon-gora,7
Farm,490,46,490564641,Dwynnen,1
Farm,863,334,8636433467,Totambu,5
Farm,287,101,2877710192,Ilessan Hills,2
Farm,816,191,8162819138,Menevia,1
Farm,278,164,2784216427,Daggerfall,1
Farm,898,123,8986712354,Wrothgarian Mountains,4
Farm,440,82,440468282,Urvaius,1
Farm,883,90,883459036,Wrothgarian Mountains,4
Farm,925,67,925676764,Wrothgarian Mountains,4
Farm,322,36,3221003646,Ykalon,1
Farm,625,355,6255635563,Dragontail Mountains,4
Farm,537,109,5372010974,Dwynnen,1
Farm,549,365,54901365128,Tigonus,7
Farm,651,336,6518733681,Dragontail Mountains,4
Farm,714,77,714847770,Wrothgarian Mountains,4
Farm,386,481,38665481100,Alik'r Desert,8
Farm,668,24,668372464,Wrothgarian Mountains,4
Farm,156,69,156066967,Glenpoint,1
Farm,384,159,3841915918,Anticlere,1
Farm,702,337,7029933763,Kozanset,5
Farm,263,472,2635847258,Alik'r Desert,8
Farm,920,378,92010237876,Totambu,5
Farm,756,124,7569912467,Wrothgarian Mountains,4
Farm,646,50,646085055,Kambria,4
Farm,925,356,9257335676,Totambu,5
Farm,140,74,140937461,Glenumbra Moors,1
Farm,673,359,67311035914,Dragontail Mountains,4
Farm,504,356,5049135681,Tigonus,7
Farm,764,21,764322145,Wrothgarian Mountains,4
Farm,447,387,447115387124,Ayasofya,7
Farm,828,211,8288821156,Wayrest,1
Farm,503,156,5038815690,Anticlere,1
Farm,334,152,3346415299,Anticlere,1
Farm,353,381,35373381101,Sentinel,7
Farm,745,362,7458736286,Totambu,5
Farm,753,114,7532411458,Wrothgarian Mountains,4
Farm,494,357,4946535768,Tigonus,7
Farm,224,216,2241821672,Daggerfall,1
Farm,554,59,55411959118,Dwynnen,1
Farm,676,120,67660120127,Koegria,1
Farm,495,74,4956974100,Dwynnen,1
Farm,870,424,8705542469,Ephesus,4
Farm,659,285,6599728572,Lainlyn,4
Farm,76,157,767215767,Tulune,1
Farm,187,64,187526460,Northmoor,1
Farm,892,317,89211631755,Mournoth,5
Farm,730,303,7306830377,Lainlyn,5
Farm,254,25,254902535,Northmoor,1
Farm,162,169,1627616942,Daggerfall,1
Farm,493,30,493653006,Dwynnen,2
Farm,236,409,23612240922,Pothago,7
Farm,456,425,4562342560,Antiphyllos,8
Farm,130,259,13010525906,Betony,1
Farm,662,106,6625910661,Koegria,1
Farm,562,26,5621252603,Dwynnen,1
Farm,549,399,5499939981,Alik'r Desert,8
Farm,662,53,662745396,Koegria,4
Farm,929,390,9298439074,Totambu,5
Farm,182,41,182644191,Northmoor,1
Farm,879,140,8796114001,Orsinium Area,4
Farm,964,295,96410229568,Mournoth,5
Farm,342,393,3421339317,Sentinel,7
Farm,712,288,7126328859,Lainlyn,5
Farm,858,432,8585443287,Ephesus,4
Farm,415,167,4156416769,Anticlere,1
Farm,420,403,4205640335,Sentinel,8
Farm,636,68,636546808,Kambria,1
Farm,422,139,4229613991,Anticlere,1
Farm,818,203,818111203123,Menevia,1
Farm,493,83,493688352,Dwynnen,1
Farm,459,78,459997851,Urvaius,1
Farm,516,66,516746614,Dwynnen,1
Farm,798,339,7987433956,Totambu,5
Farm,342,187,3425518761,Anticlere,1
Farm,259,51,259085170,Northmoor,1
Farm,470,428,4707242872,Antiphyllos,8
Farm,327,71,327567196,Ilessan Hills,1
Farm,430,73,430657340,Urvaius,1
Farm,170,70,170457072,Glenpoint,1
Farm,923,334,92311633473,Totambu,5
Farm,303,150,3037015072,Shalgora,1
Farm,360,372,3605637217,Sentinel,7
Farm,359,477,3590947758,Alik'r Desert,8
Farm,959,278,9591827868,Mournoth,5
Farm,570,308,5706930831,Tigonus,7
Farm,690,108,6902410874,Alcaire,1
Farm,924,142,9241714269,Wrothgarian Mountains,4
Farm,871,170,8716917086,Orsinium Area,3
Farm,293,459,2936445927,Alik'r Desert,8
Farm,314,22,3141272264,Ykalon,2
Farm,592,305,59212030503,Dragontail Mountains,4
Farm,923,321,9235632168,Mournoth,5
Farm,818,397,8189039751,Dragontail Mountains,4
Farm,857,338,8578633861,Totambu,5
Farm,255,51,255185155,Northmoor,1
Farm,602,92,602529270,Bhoriane,1
Farm,242,178,2422017851,Daggerfall,1
Farm,819,422,8196542269,Dragontail Mountains,4
Farm,949,253,9494425340,Wayrest,1
Farm,937,186,9376118688,Wrothgarian Mountains,4
Farm,947,254,9475625474,Wayrest,1
Farm,685,332,6855533274,Dragontail Mountains,4
Farm,265,184,265120184108,Daggerfall,1
Farm,686,322,6865432276,Kozanset,5
Farm,310,490,3109949076,Alik'r Desert,8
Farm,301,404,30156404125,Myrkwasa,7
Farm,188,220,18810522073,Daggerfall,1
Farm,676,337,6767233754,Dragontail Mountains,4
Farm,832,313,8329131399,Satakalaam,5
Farm,604,377,6046337727,Tigonus,7
